Alcala 1962.pdf,Rhacophorus pardalis,Pelophryne brevipes,Pelophryne guentheri,Kaloula baleata,Kaloula pulchra,Philautus everetti,Polypedates leucomystax
Alcala and Brown 1956.pdf,Polypedates leucomystax
Alcala and Brown 1982.pdf
Berry 1972.pdf,Kalophrynus pleurostigma,Leptobrachium nigrops,Rhacophorus nigropalmatus,Pelophryne api
Boulenger 1912.pdf,Polypedates leucomystax,Rhacophorus nigropalmatus,Pseudobufo subasper,Microhyla borneensis
Boulenger 1903.pdf,Rhacophorus nigropalmatus
Bourette 1942.pdf,Polypedates leucomystax,Kaloula pulchra,Microhyla berdmorei,Rhacophorus nigropalmatus,Kalophrynus pleurostigma,Philautus hosii,Philautus petersi,Kalophrynus intermedius
Chou and Lin 1997.pdf
Diesmos et al. - 2015 - Amphibians of the Philippines Part I Checklist of the Species.pdf,Ingerophrynus divergens,Pelophryne brevipes,Philautus ingeri,Fejervarya cancrivora,Fejervarya limnocharis,Hoplobatrachus rugulosus,Limnonectes palavanensis,Occidozyga laevis,Chaperina fusca,Kalophrynus pleurostigma,Kaloula baleata,Kaloula pulchra,Hylarana erythraea,Pulchrana signata,Staurois guttatus,Nyctixalus pictus,Kurixalus appendiculatus,Philautus everetti,Philautus longicrus,Polypedates leucomystax,Polypedates macrotis,Rhacophorus pardalis
dring 1979.pdf,Microhyla borneensis,Rhacophorus pardalis,Ansonia vidua,Ansonia leptopus,Ansonia guibei,Ansonia longidigita ,Kalophrynus pleurostigma,Microhyla berdmorei,Philautus petersi,Polypedates leucomystax,Polypedates macrotis,Rhacophorus nigropalmatus,Rhacophorus reinwardtii,Theloderma horridum
Dring 1983a.pdf,Ansonia torrentis,Pelophryne api,Kalophrynus nubicola,Ansonia hanitschi,Ansonia platysoma,Ansonia albomaculata,Ansonia fuliginea,Ansonia guibei,Ansonia latidisca,Ansonia longidigita ,Ansonia minuta,Pelophryne brevipes,Pelophryne misera,Kalophrynus heterochirus,Kalophrynus intermedius,Kalophrynus pleurostigma,Kalophrynus punctatus,Kalophrynus subterrestris
Dring 1983b.pdf,Leptobrachella baluensis,Leptobrachella brevicrus,Leptobrachella mjobergi,Leptobrachella parva,Leptobrachella serasanae
Firdaus 2013.pdf,Meristogenys amoropalamus,Meristogenys jerboa,Meristogenys kinabaluensis,Meristogenys phaeomerus,Meristogenys poecilus,Meristogenys whiteheadi
Gonzalez et al. - 2014 - Archipelago colonization by ecologically dissimilar amphibians Evaluating the expectation of common evolutionar.pdf,Kurixalus appendiculatus,Polypedates leucomystax
Inger 1983(1).pdf
Inger 2001(1).pdf,Ansonia hanitschi,Ansonia latidisca,Ansonia leptopus,Ansonia longidigita ,Ansonia minuta,Ansonia platysoma
Inger 2006.pdf,Odorrana hosii,Fejervarya limnocharis,Polypedates leucomystax
Inger and Frogner 1980 .pdf,Microhyla berdmorei,Microhyla borneensis
Inger and Frogner 1986(1).pdf,Leptobrachella mjobergi,Philautus ingeri,Philautus mjobergi,Ansonia longidigita ,Ansonia vidua,Leptobrachium montanum,Rhacophorus pardalis,Ansonia albomaculata
Inger and Gritis 1983.pdf
Inger and Stuebing 2009.pdf,Ansonia echinata,Pelophryne saravacensis,Meristogenys whiteheadi,Ansonia albomaculata,Ansonia fuliginea,Ansonia guibei,Ansonia hanitschi,Ansonia latidisca,Ansonia leptopus,Ansonia longidigita ,Ansonia minuta,Ansonia platysoma,Ansonia spinulifer,Ansonia torrentis,Ansonia vidua,Pelophryne api,Pelophryne brevipes,Pelophryne guentheri,Pelophryne macrotis,Pelophryne misera,Pelophryne signata,Nectophryne exigua ,Meristogenys jerboa,Meristogenys macrophthalmus,Meristogenys phaeomerus,Meristogenys poecilus
Inger and Wassersug 1990(1).pdf,Ansonia leptopus,Leptobrachium montanum
Inger et al. 1986.pdf,Leptobrachella mjobergi,Philautus ingeri,Philautus mjobergi,Ansonia longidigita ,Ansonia vidua,Leptobrachium montanum,Rhacophorus pardalis,Ansonia albomaculata
Inger et al. 1995.pdf
Inger 1956.pdf,Ansonia leptopus,Kalophrynus pleurostigma,Chaperina fusca,Metaphrynella sundana,Kaloula baleata,Polypedates leucomystax,Rhacophorus pardalis,Polypedates otilophus
Inger 1966.pdf,Leptobrachella parva,Pelobatrachus nasuta,Leptobrachium nigrops,Leptobrachella mjobergi,Leptobrachium abbotti,Leptobrachium hendricksoni,Leptobrachella baluensis,Ansonia minuta,Pelophryne api,Pelophryne guentheri,Pelophryne macrotis,Pelophryne misera,Pelophryne signata,Pelophryne brevipes,Nectophryne exigua ,Ansonia guibei,Ansonia latidisca,Ansonia albomaculata,Ansonia fuliginea,Ansonia hanitschi,Ansonia leptopus,Ansonia longidigita ,Ansonia platysoma,Ansonia spinulifer,Ansonia vidua,Pseudobufo subasper,Chaperina fusca,Gastrophrynoides borneensis,Metaphrynella sundana,Microhyla borneensis,Kaloula pulchra,Kaloula baleata,Kalophrynus heterochirus,Kalophrynus pleurostigma,Kalophrynus intermedius,Kalophrynus punctatus,Kalophrynus subterrestris,Microhyla berdmorei,Staurois guttatus,Staurois latopalmatus,Staurois tuberilinguis,Staurois parvus,Rhacophorus baluensis,Philautus everetti,Rhacophorus pardalis,Rhacophorus nigropalmatus,Philautus hosii,Polypedates leucomystax,Polypedates macrotis,Philautus amoenus,Philautus longicrus,Philautus mjobergi,Philautus petersi,Leptomantis angulirostris,Leptomantis fasciatus,Kalophrynus baluensis,Leptobrachella palmata,Hylarana erythraea,Pelobatrachus baluensis,Polypedates otilophus
Inger 1983(1).pdf,Leptobrachella mjobergi,Leptobrachium montanum,Leptobrachium nigrops,Leptobrachium hendricksoni
Inger 1992a.pdf
Inger 1992b.pdf
Iskander 1998.pdf,Leptophryne borbonica,Kalophrynus pleurostigma,Limnonectes kuhlii,Hylarana erythraea,Philautus hosii,Polypedates leucomystax,Rhacophorus reinwardtii,Kaloula baleata,Leptobrachium montanum,Nyctixalus pictus,Occidozyga laevis,Ansonia vidua,Kaloula pulchra,Fejervarya limnocharis,Limnonectes leporinus,Microhyla borneensis,Leptobrachium abbotti,Limnonectes ingeri,Philautus ingeri,Philautus petersi,Pelophryne macrotis,Limnonectes malesianus,Polypedates macrotis,Philautus everetti
Leong and Chou 1999(1).pdf,Limnonectes paramacrodon,Kalophrynus pleurostigma,Pelophryne api,Pelophryne brevipes,Leptobrachium nigrops,Nyctixalus pictus,Occidozyga laevis,Polypedates leucomystax,Theloderma horridum,Kaloula pulchra,Microhyla borneensis,Kalophrynus punctatus
Leong 2004.pdf,Microhyla berdmorei,Staurois latopalmatus,Polypedates leucomystax,Polypedates macrotis,Kaloula baleata,Microhyla borneensis,Pelophryne brevipes,Kalophrynus eok,Kalophrynus pleurostigma,Kalophrynus punctatus,Rhacophorus reinwardtii
Malkmus 2000.pdf,Ansonia guibei,Ansonia leptopus,Ansonia longidigita ,Ansonia spinulifer,Ansonia fuliginea,Ansonia hanitschi,Ansonia platysoma
Malkmus and Kosuch 1999.pdf,Staurois latopalmatus,Staurois parvus,Staurois tuberilinguis,Leptobrachium montanum
Malkmus and Kosuch 2000 (german).pdf,Ansonia guibei,Ansonia leptopus,Ansonia longidigita ,Ansonia spinulifer,Ansonia fuliginea,Ansonia hanitschi,Ansonia platysoma
Manthley and Grossmann 1997(1).pdf
Manthley and Grossmann 1997.pdf,Kalophrynus baluensis,Kalophrynus pleurostigma,Kalophrynus nubicola,Kaloula baleata,Kaloula pulchra,Leptobrachium hendricksoni,Leptobrachium montanum,Leptobrachium nigrops,Limnonectes malesianus,Limnonectes kuhlii,Nyctixalus pictus,Theloderma horridum,Philautus bunitus,Polypedates colletti,Polypedates leucomystax,Polypedates macrotis,Polypedates otilophus,Rhacophorus reinwardtii,Rhacophorus pardalis
Matsui 1979.pdf,Kaloula pulchra,Leptobrachium nigrops,Ansonia albomaculata,Ansonia fuliginea,Ansonia hanitschi,Ansonia minuta,Ansonia vidua,Kalophrynus pleurostigma,Chaperina fusca,Polypedates leucomystax,Rhacophorus baluensis
Matsui 1986.pdf
Pope 1931(1).pdf,Kalophrynus pleurostigma,Kaloula pulchra,Polypedates leucomystax,Hylarana erythraea,Rhacophorus reinwardtii
Schijfsma 1932(1).pdf,Kaloula baleata,Microhyla berdmorei
Shimada et al. 2011.pdf,Meristogenys amoropalamus,Meristogenys jerboa,Meristogenys kinabaluensis,Meristogenys macrophthalmus,Meristogenys phaeomerus,Meristogenys poecilus,Meristogenys whiteheadi,Huia cavitympanum
siedlecki 1909(1).pdf,Rhacophorus reinwardtii
siedlecki 1909.pdf,Rhacophorus reinwardtii
Smith 1930.pdf
VAN KAMPEN 1923(1).pdf,Pseudobufo subasper,Staurois guttatus,Nyctixalus pictus,Philautus hosii,Philautus petersi,Rhacophorus baluensis,Philautus everetti,Rhacophorus pardalis,Pelobatrachus nasuta,Nectophryne exigua ,Ansonia leptopus,Chaperina fusca,Kaloula baleata,Kaloula pulchra,Microhyla berdmorei,Staurois tuberilinguis,Rhacophorus nigropalmatus,Polypedates leucomystax,Rhacophorus reinwardtii,Philautus longicrus,Microhyla borneensis,Staurois parvus,Leptomantis fasciatus,Fejervarya limnocharis,Kalophrynus pleurostigma,Leptobrachium montanum,Staurois latopalmatus,Pelobatrachus baluensis,Kalophrynus punctatus,Polypedates colletti,Polypedates macrotis,Polypedates otilophus
van Kampen 1910.pdf
Villadoloid and De Rosario 1929.pdf
Yang - 2011 - Phylogenetic systematics of the Amolops group of ranid frogs of Southeastern Asia and the Greater Sunda Islands Da-Tong Y.pdf
Yang 1991.pdf
